Target Word,AI Prediction_Cosine,Hybrid Prediction_Cosine,Rule-Based Prediction,AI Prediction_Euclidean,Hybrid Prediction_Euclidean,Entropy Prediction,Steps
HAMUR,HAZUR,HABER,ÇAMUR,HAMUR,HAMUR,HABER,3
HAMUR,HAMUR,HAMUR,HAMUR,HAMUR,HAMUR,HAMUR,4
HAMUR,HAMUR,HAMUR,HAMUR,HAMUR,HAMUR,HAMUR,5
ÜNİTE,CİHET,CİHET,CİHET,CİHET,CİHET,CİHET,1
ÜNİTE,TETİİ,TEATİ,ÖTEKİ,TETİİ,TETİR,TEKİL,1
ÜNİTE,İTİTE,İRİTE,TEVİL,İTETİ,İTEĞİ,İBATE,2
ÜNİTE,İLİTE,ÜNİTE,İBATE,İTİTE,ÜNİTE,ÜNİTE,3
ÜNİTE,ÜNİTE,ÜNİTE,ÜNİTE,İNİTE,ÜNİTE,ÜNİTE,4
ÜNİTE,ÜNİTE,ÜNİTE,ÜNİTE,İNİTE,ÜNİTE,ÜNİTE,5
LANET,ÖRÜCÜ,ÖRÜCÜ,ÖRÜCÜ,ÖRÜCÜ,ÖRÜCÜ,ÖRÜCÜ,1
LANET,KALAK,KALAK,İHATA,KALAK,KALAK,MALİK,1
LANET,TAMLL,TABLO,YATSI,TAMLL,TABLO,NASIL,2
LANET,LATİL,LATİF,BABET,LATİL,LATİF,LADEN,3
LANET,LAHET,LAHUT,PAKET,LAHET,LANET,LANET,4
LANET,LAGET,LANET,LANET,LANET,LANET,LANET,5
BİBER,BIÇKI,BIÇKI,BIÇKI,BIÇKI,BIÇKI,BIÇKI,1
BİBER,BARAA,BAFRA,BAHRİ,BARAA,BARAS,BİLAR,1
BİBER,BERER,BETER,BİRER,BEHER,BEHER,BİBER,2
BİBER,BİLER,BİBER,BİNER,BİLER,BİBER,BİBER,3
BİBER,BİBER,BİBER,BİBER,BİBER,BİBER,BİBER,4
BİBER,BİBER,BİBER,BİBER,BİBER,BİBER,BİBER,5
ÇUBUK,BİLYE,BİLYE,BİLYE,BİLYE,BİLYE,BİLYE,1
ÇUBUK,AABAA,ACABA,KABAK,AABAA,ŞABAŞ,TABAK,1
ÇUBUK,KUBUK,KUBUR,ÇUBUK,KUBUR,KUBUR,ÇUBUK,2
ÇUBUK,SUBUK,ÇUBUK,ÇUBUK,SUBUK,ÇUBUK,ÇUBUK,3
ÇUBUK,ÇUBUK,ÇUBUK,ÇUBUK,ÇUBUK,ÇUBUK,ÇUBUK,4
ÇUBUK,ÇUBUK,ÇUBUK,ÇUBUK,ÇUBUK,ÇUBUK,ÇUBUK,5
DİYAR,UÇKUN,UÇKUN,UÇKUN,UÇKUN,UÇKUN,UÇKUN,1
DİYAR,SARAA,HASAR,TACİR,SARAA,SARAT,MİRAT,1
DİYAR,İİTAR,BİLAR,LİVAR,DİMAR,DİYAR,CİDAR,2
DİYAR,CİTAR,GİTAR,SİGAR,DİYAR,DİYAR,DİYAR,3
DİYAR,CİMAR,CİDAR,MİYAR,DİYAR,DİYAR,DİYAR,4
DİYAR,DİVAR,DİYAR,DİYAR,DİYAR,DİYAR,DİYAR,5
SALAK,HAŞIL,HAŞIL,HAŞIL,HAŞIL,HAŞIL,HAŞIL,1
SALAK,LALAA,LAZCA,FAZLA,LALAA,KALAY,TALAK,1
SALAK,SALAK,SALAK,LAKAP,SALAK,SALAK,ÇALAK,2
SALAK,SALAK,SALAK,SALAK,SALAK,SALAK,DALAK,3
SALAK,SALAK,SALAK,SALAK,SALAK,SALAK,KALAK,4
SALAK,SALAK,SALAK,SALAK,SALAK,SALAK,MALAK,5
FİGÜR,MİLEL,MİLEL,MİLEL,MİLEL,MİLEL,MİLEL,1
FİGÜR,SİRİİ,SİNİR,BİRAZ,SİRİİ,SİFİN,SİNİR,1
FİGÜR,DİTAR,DİDAR,FİGÜR,FİRAA,FİRAK,BİDAR,2
FİGÜR,FİKÖR,VİZÖR,FİGÜR,FİGOR,FİGÜR,FİGÜR,3
FİGÜR,FİKÖR,FİGÜR,FİGÜR,FİGÜR,FİGÜR,FİGÜR,4
FİGÜR,GİGOR,FİGÜR,FİGÜR,FİGÜR,FİGÜR,FİGÜR,5
BAĞIŞ,TAKMA,TAKMA,TAKMA,TAKMA,TAKMA,TAKMA,1
BAĞIŞ,SARİI,GAYRI,SAÇLI,SARİI,SARGI,HASIR,1
BAĞIŞ,SALIN,NASIL,YAĞIR,YAĞIN,YAZIN,YAZIN,2
BAĞIŞ,HAĞIŞ,BAĞIŞ,BAĞIŞ,BALIŞ,DALIŞ,BAĞIL,3
BAĞIŞ,BAĞIŞ,BAĞIŞ,BAĞIŞ,YAĞIŞ,BAĞIŞ,BAĞIŞ,4
BAĞIŞ,BAĞIŞ,BAĞIŞ,BAĞIŞ,BAĞIŞ,BAĞIŞ,BAĞIŞ,5
KASIT,GÜĞÜM,GÜĞÜM,GÜĞÜM,GÜĞÜM,GÜĞÜM,GÜĞÜM,1
KASIT,KARAK,KRANK,İHSAN,KARAK,BARAK,TARİK,1
KASIT,KALAA,KALÇA,VASIF,KAKII,KAKIŞ,KASIT,2
KASIT,KASIT,KASIT,RASIT,KALIN,KALIN,KASIT,3
KASIT,KASIT,KASIT,KASIT,KASIT,KASIT,KASIT,4
KASIT,KASIT,KASIT,KASIT,KASIT,KASIT,KASIT,5
ÇUVAL,GALAT,GALAT,GALAT,GALAT,GALAT,GALAT,1
ÇUVAL,İİMAL,ELYAF,İLBAY,İİMAL,İHMAL,İKMAL,1
ÇUVAL,İİMAL,İHMAL,SEÇAL,EERAL,DURAL,ZEVAL,2
ÇUVAL,KORAL,KORAL,ÇUVAL,KUVAL,ÇUVAL,ÇUVAL,3
ÇUVAL,UUSAL,USSAL,ÇUVAL,ÇUVAL,ÇUVAL,ÇUVAL,4
ÇUVAL,DUVAL,ÇUVAL,ÇUVAL,ÇUVAL,ÇUVAL,ÇUVAL,5
ŞAYET,NEŞET,NEŞET,NEŞET,NEŞET,NEŞET,NEŞET,1
ŞAYET,ŞALET,ŞAYET,İŞRET,ŞALET,ŞAYET,ŞAYET,1
ŞAYET,ŞAYET,ŞAYET,ŞOSET,ŞAYET,ŞAYET,ŞAYET,2
ŞAYET,ŞAYET,ŞAYET,ŞAYET,ŞAYET,ŞAYET,ŞAYET,3
ŞAYET,ŞAYET,ŞAYET,ŞAYET,ŞAYET,ŞAYET,ŞAYET,4
ŞAYET,ŞAYET,ŞAYET,ŞAYET,ŞAYET,ŞAYET,ŞAYET,5
HELAL,KAMUS,KAMUS,KAMUS,KAMUS,KAMUS,KAMUS,1
HELAL,AİRAA,ARİZA,HIZAR,AİRAA,TİRAT,TİRAN,1
HELAL,TELAN,NECAT,HİCAP,AELAN,AFGAN,ZEVAL,2
HELAL,CELAL,HELAL,HOŞAF,EELAL,HELAL,CELAL,3
HELAL,HELAL,HELAL,HELAL,HELAL,HELAL,HELAL,4
HELAL,HELAL,HELAL,HELAL,HELAL,HELAL,HELAL,5
KAİDE,NAHİV,NAHİV,NAHİV,NAHİV,NAHİV,NAHİV,1
KAİDE,TAİMİ,DAİMİ,TAKSİ,TAİMİ,DAİMİ,MARKİ,1
KAİDE,KAİDE,KAİDE,KAİDE,KAİDE,KAİDE,KAİDE,2
KAİDE,KAİDE,KAİDE,KAİDE,KAİDE,KAİDE,KAİDE,3
KAİDE,KAİDE,KAİDE,KAİDE,KAİDE,KAİDE,KAİDE,4
KAİDE,KAİDE,KAİDE,KAİDE,KAİDE,KAİDE,KAİDE,5
ZALİM,CAMCI,CAMCI,CAMCI,CAMCI,CAMCI,CAMCI,1
ZALİM,MARAA,BAKAM,YATMA,MARAA,MARKA,MAKAT,1
ZALİM,HARİM,RAHİM,MASON,HALİM,HALİM,HADİM,2
ZALİM,TALİM,TALİM,KALEM,TALİM,TALİM,SALİM,3
ZALİM,HALİM,SALİM,ZALİM,HALİM,SALİM,ZALİM,4
ZALİM,HALİM,ZALİM,ZALİM,HALİM,ZALİM,ZALİM,5
ÇAVUŞ,NECAT,NECAT,NECAT,NECAT,NECAT,NECAT,1
ÇAVUŞ,KARIA,ARIZA,YAYGI,KARIA,KARIŞ,KARLI,1
ÇAVUŞ,KALİK,KAVUK,KALÇA,SALİŞ,MAFİŞ,HAMSİ,2
ÇAVUŞ,SAVUL,DAVUL,ÇAMUR,SALUŞ,ÇAVUŞ,GABYA,3
ÇAVUŞ,SAVUZ,ÇAVUŞ,ÇAVUŞ,ÇAVUŞ,ÇAVUŞ,ÇAVUŞ,4
ÇAVUŞ,ÇAVUŞ,ÇAVUŞ,ÇAVUŞ,ÇAVUŞ,ÇAVUŞ,ÇAVUŞ,5
ÜSTAT,AKMAK,AKMAK,AKMAK,AKMAK,AKMAK,AKMAK,1
ÜSTAT,İİRAN,NİSAİ,İFTAR,İİRAN,İRFAN,TİRAN,1
ÜSTAT,SERAT,TERAS,BÜTAN,SELAT,SEBAT,SEBAT,2
ÜSTAT,SSLAT,SUTAŞ,ÜSTAT,PSSAT,PUSAT,PUSAT,3
ÜSTAT,ISTAS,ÜSTAT,ÜSTAT,ISLAT,ÜSTAT,ÜSTAT,4
ÜSTAT,ÜSTAT,ÜSTAT,ÜSTAT,ÜSTAT,ÜSTAT,ÜSTAT,5
İLKİN,KUNDA,KUNDA,KUNDA,KUNDA,KUNDA,KUNDA,1
İLKİN,EEKEK,LİKEN,IŞKIN,EEKEK,NİKEL,ERKİN,1
İLKİN,İLKİN,İLKİN,ERKİN,İLKİN,İLKİN,İÇKİN,2
İLKİN,İLKİN,İLKİN,İLKİN,İLKİN,İLKİN,İLKİN,3
İLKİN,İLKİN,İLKİN,İLKİN,İLKİN,İLKİN,İLKİN,4
İLKİN,İLKİN,İLKİN,İLKİN,İLKİN,İLKİN,İLKİN,5
NAKİL,TERZİ,TERZİ,TERZİ,TERZİ,TERZİ,TERZİ,1
NAKİL,İİLİK,İĞLİK,İFLAH,İİLİK,İĞLİK,KİLİM,1
NAKİL,KAKİL,KAHİL,KİKLA,KAKİL,KAHİL,LAKİN,2
NAKİL,NAKİL,NAKİL,ALKİL,NAKİL,NAKİL,NAKİL,3
NAKİL,NAKİL,NAKİL,SAKİL,NAKİL,NAKİL,NAKİL,4
NAKİL,NAKİL,NAKİL,NAKİL,NAKİL,NAKİL,NAKİL,5
TIBBİ,KİLER,KİLER,KİLER,KİLER,KİLER,KİLER,1
TIBBİ,İASİİ,İÇİCİ,MATİZ,İASİİ,FASİH,TAHİN,1
TIBBİ,AAHNİ,ABANİ,OTİST,İTİCİ,İTİCİ,TIBBİ,2
TIBBİ,MÜMBİ,ZOMBİ,TIBBİ,MÜNTİ,TIBBİ,TIBBİ,3
TIBBİ,HÜUBİ,TIBBİ,TIBBİ,TIBBİ,TIBBİ,TIBBİ,4
TIBBİ,TIBBİ,TIBBİ,TIBBİ,TIBBİ,TIBBİ,TIBBİ,5
İNCİR,KADIN,KADIN,KADIN,KADIN,KADIN,KADIN,1
İNCİR,NENEE,ENEME,ÖZENİ,NENEE,GENEL,TENİS,1
İNCİR,ÖNÜÜZ,ÜNSÜZ,ŞİNTO,NNSNİ,NİSPİ,İNCİL,2
İNCİR,İNDİZ,İNCİR,İNCİL,İNDİÇ,İNCİR,İNCİR,3
İNCİR,İNCİR,İNCİR,İNCİR,İNCİR,İNCİR,İNCİR,4
İNCİR,İNCİR,İNCİR,İNCİR,İNCİR,İNCİR,İNCİR,5
KOLEJ,SELAM,SELAM,SELAM,SELAM,SELAM,SELAM,1
KOLEJ,EİLEK,ELLİK,GÖLET,EİLEK,EVLEK,BİLEK,1
KOLEJ,KÜLEE,KÜLTE,EĞLEK,KİLET,KİLER,EKLER,2
KOLEJ,KULER,KOLEJ,KİLER,KOLET,KOLEJ,KOLEJ,3
KOLEJ,KOLEY,KOLEJ,KOLEJ,KOLEY,KOLEJ,KOLEJ,4
KOLEJ,KOLEY,KOLEJ,KOLEJ,KOLEY,KOLEJ,KOLEJ,5
REZİL,MATUH,MATUH,MATUH,MATUH,MATUH,MATUH,1
REZİL,KEREK,ERKEK,KOŞİN,KEREK,KESEK,SERİK,1
REZİL,SERİE,SÜRRE,DELİL,BERİİ,BERRİ,CEZİR,2
REZİL,REVİR,VEZİR,BERİL,REVİR,DEVİR,REZİL,3
REZİL,REZİL,REZİL,REZİL,RECİN,REZİL,REZİL,4
REZİL,REZİL,REZİL,REZİL,REZİL,REZİL,REZİL,5
ÇINAR,MAMUT,MAMUT,MAMUT,MAMUT,MAMUT,MAMUT,1
ÇINAR,AERAA,AVARE,AZİZE,AERAA,ÇERAĞ,İNKAR,1
ÇINAR,KORAR,KÜRAR,KIYAS,ÇIKAR,ÇIKAR,ÇINAR,2
ÇINAR,İİLAR,BİLAR,ÇIBAN,ÇIĞAR,ÇINAR,ÇINAR,3
ÇINAR,SONAR,SONAR,ÇINAR,ÇINAR,ÇINAR,ÇINAR,4
ÇINAR,ÇINAR,ÇINAR,ÇINAR,ÇINAR,ÇINAR,ÇINAR,5
SÖZCÜ,DÜVEN,DÜVEN,DÜVEN,DÜVEN,DÜVEN,DÜVEN,1
SÖZCÜ,KÖLÜK,KÖKLÜ,ALBÜM,KÖLÜK,KÖLÜK,GÖLÜK,1
SÖZCÜ,SÖRGÜ,GÖRGÜ,ÇÖPÇÜ,SÖRCÜ,SÖZCÜ,ÇÖPÇÜ,2
SÖZCÜ,ÇÖPÇÜ,ÇÖPÇÜ,KÖKSÜ,SÖZCÜ,SÖZCÜ,SÖZCÜ,3
SÖZCÜ,SÖZGÜ,SÖZCÜ,SÖZCÜ,SÖZCÜ,SÖZCÜ,SÖZCÜ,4
SÖZCÜ,SÖZCÜ,SÖZCÜ,SÖZCÜ,SÖZCÜ,SÖZCÜ,SÖZCÜ,5
KEDER,SEVGİ,SEVGİ,SEVGİ,SEVGİ,SEVGİ,SEVGİ,1
KEDER,MELEE,TELEM,HELEN,MELEE,MEDET,KEMER,1
KEDER,KEREK,ZEKER,ÇEKEK,BEDER,BEDEL,KEDER,2
KEDER,KEDER,KEDER,KEPEZ,NEDER,KEDER,KEDER,3
KEDER,KEDER,KEDER,KEREM,KEDER,KEDER,KEDER,4
KEDER,KEDER,KEDER,KEDER,KEDER,KEDER,KEDER,5
CAZİP,SIĞIR,SIĞIR,SIĞIR,SIĞIR,SIĞIR,SIĞIR,1
CAZİP,KALAK,KALAK,ÇEKME,KALAK,KALAK,MALİK,1
CAZİP,MANİN,YAHNİ,HAŞİV,MANİN,TANİN,HAFİT,2
CAZİP,TAHİM,CAMİT,TALİL,HAHİM,HACİM,CANİP,3
CAZİP,CAHİP,CAZİP,CAZİP,CADİP,CAZİP,CAZİP,4
CAZİP,CAZİP,CAZİP,CAZİP,CAZİP,CAZİP,CAZİP,5
EŞSİZ,TOPAK,TOPAK,TOPAK,TOPAK,TOPAK,TOPAK,1
EŞSİZ,SEREE,RESEN,MELCE,SEREE,SEREN,SERİN,1
EŞSİZ,EİSME,HİSÇE,SÜSEN,EİSSE,HİSSE,EŞSİZ,2
EŞSİZ,EVSİZ,EVSİZ,EŞSİZ,EVSİZ,EVSİZ,EŞSİZ,3
EŞSİZ,EVSİZ,EŞSİZ,EŞSİZ,EVSİZ,EŞSİZ,EŞSİZ,4
EŞSİZ,EŞSİZ,EŞSİZ,EŞSİZ,EŞSİZ,EŞSİZ,EŞSİZ,5
CEVİZ,PUSMA,PUSMA,PUSMA,PUSMA,PUSMA,PUSMA,1
CEVİZ,KEREK,ERKEK,DRİFT,KEREK,KÜREK,TEKİR,1
CEVİZ,BELİE,DEBİL,BEŞİK,BELİE,BELDE,BENİZ,2
CEVİZ,TENİN,NEHİY,YELİN,TENİİ,TEYİT,YEDİZ,3
CEVİZ,GEZİT,GEZİŞ,VECİZ,NENİN,CENİN,CEVİZ,4
CEVİZ,ZEZİZ,CEVİZ,CEVİZ,CECİZ,CEVİZ,CEVİZ,5
LİSAN,SİSLİ,SİSLİ,SİSLİ,SİSLİ,SİSLİ,SİSLİ,1
LİSAN,MİSAL,MİSAL,LİSTE,MİSAL,MİSAL,MİSAL,1
LİSAN,LİSAN,LİSAN,LİSAN,LİSAN,LİSAN,LİSAN,2
LİSAN,LİSAN,LİSAN,LİSAN,LİSAN,LİSAN,LİSAN,3
LİSAN,LİSAN,LİSAN,LİSAN,LİSAN,LİSAN,LİSAN,4
LİSAN,LİSAN,LİSAN,LİSAN,LİSAN,LİSAN,LİSAN,5
SÜSLÜ,CÜRET,CÜRET,CÜRET,CÜRET,CÜRET,CÜRET,1
SÜSLÜ,SÜLÜK,SÜLÜK,HÜKÜM,SÜLÜK,SÜLÜK,SÜLÜK,1
SÜSLÜ,SÜNLÜ,SÜSLÜ,LÜPÇÜ,SÜNLÜ,SÜSLÜ,SÜSLÜ,2
SÜSLÜ,SÜSLÜ,SÜSLÜ,GÜNLÜ,SÜSLÜ,SÜSLÜ,SÜSLÜ,3
SÜSLÜ,SÜSLÜ,SÜSLÜ,SÜSLÜ,SÜSLÜ,SÜSLÜ,SÜSLÜ,4
SÜSLÜ,SÜSLÜ,SÜSLÜ,SÜSLÜ,SÜSLÜ,SÜSLÜ,SÜSLÜ,5
SOĞAN,ESSAH,ESSAH,ESSAH,ESSAH,ESSAH,ESSAH,1
SOĞAN,SALAK,KALAS,LİBAS,SALAK,SALAK,SAKAL,1
SOĞAN,SİRAN,SINAİ,SUNAK,SİRAN,SİMAV,SINAV,2
SOĞAN,SOMAN,SOĞAN,SAPAN,SIRAT,SIRAT,SOĞAN,3
SOĞAN,SOĞAN,SOĞAN,SIÇAN,SONAN,SOĞAN,SOĞAN,4
SOĞAN,SOĞAN,SOĞAN,SOĞAN,SOĞAN,SOĞAN,SOĞAN,5
YANKI,KOALA,KOALA,KOALA,KOALA,KOALA,KOALA,1
YANKI,AAKAK,SUNAK,REKAT,AAKAK,ESBAK,TARİK,1
YANKI,KANKI,YANKI,SAPIK,AAKIT,ARKIT,SAKIN,2
YANKI,YANKI,YANKI,YANKI,KANKI,YANKI,YANKI,3
YANKI,YANKI,YANKI,YANKI,YANKI,YANKI,YANKI,4
YANKI,YANKI,YANKI,YANKI,YANKI,YANKI,YANKI,5
YUDUM,FESİH,FESİH,FESİH,FESİH,FESİH,FESİH,1
YUDUM,KARAA,ARAKA,KUBAT,KARAA,KARAY,TARAK,1
YUDUM,GÜLUU,LÜZUM,ÇULCU,YOYUU,TOYCU,ZULÜM,2
YUDUM,DOYUM,DOYUM,DUYUM,YULUN,YUDUM,DUYUM,3
YUDUM,YYYUM,YUDUM,YUDUM,YUDUM,YUDUM,YUDUM,4
YUDUM,YUDUM,YUDUM,YUDUM,YUDUM,YUDUM,YUDUM,5
BİTİM,KURUL,KURUL,KURUL,KURUL,KURUL,KURUL,1
BİTİM,SANAN,ÜNVAN,İNANÇ,SANAN,SANAT,SEMAN,1
BİTİM,SETİE,OFSET,DİYOT,TETİE,BETİM,DİZİM,2
BİTİM,TİTİİ,PİŞTİ,BİTÜM,BİTİM,BİTİM,YİTİM,3
BİTİM,BİTİM,BİTİM,BİTİM,BİTİM,BİTİM,BİTİM,4
BİTİM,BİTİM,BİTİM,BİTİM,BİTİM,BİTİM,BİTİM,5
YABAN,MESUL,MESUL,MESUL,MESUL,MESUL,MESUL,1
YABAN,KARAK,KAZAK,KOTAN,KARAK,KAZAK,TARİK,1
YABAN,BARAR,BARAJ,HAVAN,BARAR,BARAJ,YANAZ,2
YABAN,TABAT,TABAN,ÇAYAN,TABAT,TABAN,YABAN,3
YABAN,ŞABAN,ŞABAN,YARAN,ŞABAN,ŞABAN,YABAN,4
YABAN,ŞABAN,YABAN,YABAN,ŞABAN,YABAN,YABAN,5
HÜCUM,ÜRKÜŞ,ÜRKÜŞ,ÜRKÜŞ,ÜRKÜŞ,ÜRKÜŞ,ÜRKÜŞ,1
HÜCUM,SÜNEE,SÜMEN,DÜZCE,SÜNEE,SÜNME,TÜNEL,1
HÜCUM,MÜLUM,LÜZUM,CÜNHA,MÜMUM,HÜCUM,MÜBAH,2
HÜCUM,TÜTUM,HÜCUM,HÜCUM,HÜCUM,HÜCUM,HÜCUM,3
HÜCUM,HÜCUM,HÜCUM,HÜCUM,HÜCUM,HÜCUM,HÜCUM,4
HÜCUM,HÜCUM,HÜCUM,HÜCUM,HÜCUM,HÜCUM,HÜCUM,5
ŞAHSİ,ÇIKIT,ÇIKIT,ÇIKIT,ÇIKIT,ÇIKIT,ÇIKIT,1
ŞAHSİ,SARAE,RESİM,NODÜL,SARAE,SADME,SEMAİ,1
ŞAHSİ,SİLAİ,SİBOP,BEHEY,HASAS,HAVAS,ASABİ,2
ŞAHSİ,İSLAİ,İHLAS,MAHFİ,HAHİİ,ŞAHSİ,ŞAHSİ,3
ŞAHSİ,HAASİ,ŞAHSİ,VAHŞİ,ŞAHNİ,ŞAHSİ,ŞAHSİ,4
ŞAHSİ,ŞAHSİ,ŞAHSİ,ŞAHSİ,ŞAHNİ,ŞAHSİ,ŞAHSİ,5
DÖNGÜ,ERMEK,ERMEK,ERMEK,ERMEK,ERMEK,ERMEK,1
DÖNGÜ,SALAA,DATÇA,BİTİŞ,SALAA,SALSA,TALAN,1
DÖNGÜ,DİNÜÜ,DÜĞÜN,FALAN,DİNİN,DİZİN,SÜNNİ,2
DÖNGÜ,DÖNGÜ,DÖNGÜ,SÜNGÜ,DÜNÜÜ,DÖNÜŞ,DÖNGÜ,3
DÖNGÜ,DÖNGÜ,DÖNGÜ,DÖNGÜ,DÖNGÜ,DÖNGÜ,DÖNGÜ,4
DÖNGÜ,DÖNGÜ,DÖNGÜ,DÖNGÜ,DÖNGÜ,DÖNGÜ,DÖNGÜ,5
LİMON,DİZGE,DİZGE,DİZGE,DİZGE,DİZGE,DİZGE,1
LİMON,SİLAİ,VİSAL,PİLİÇ,SİLAİ,SİLAH,SİLİK,1
LİMON,KİLİİ,KİNLİ,LİKÖR,LİNLL,CİNLİ,LİMON,2
LİMON,LİGON,LİMON,LİBOŞ,LİMON,LİMON,LİMON,3
LİMON,LİMON,LİMON,LİMON,LİMON,LİMON,LİMON,4
LİMON,LİMON,LİMON,LİMON,LİMON,LİMON,LİMON,5
OPERA,TAYCA,TAYCA,TAYCA,TAYCA,TAYCA,TAYCA,1
OPERA,KORMA,FORMA,FUNDA,KORMA,FORMA,KURMA,1
OPERA,ORORA,PROVA,SOKRA,ORORA,GROSA,DONRA,2
OPERA,OPORA,OPERA,OMBRA,ORORA,OPERA,FLORA,3
OPERA,OPERA,OPERA,OPERA,OPERA,OPERA,OPERA,4
OPERA,OPERA,OPERA,OPERA,OPERA,OPERA,OPERA,5
BETON,ZEFİR,ZEFİR,ZEFİR,ZEFİR,ZEFİR,ZEFİR,1
BETON,KELEE,GEVEN,CENAH,KELEE,KELEŞ,MELEK,1
BETON,MELAN,MELON,NEYSE,MENAN,METAN,TENYA,2
BETON,JETON,JETON,JETON,BETON,BETON,BETON,3
BETON,JETON,BETON,BETON,BETON,BETON,BETON,4
BETON,BETON,BETON,BETON,BETON,BETON,BETON,5
YATIŞ,SÜKUT,SÜKUT,SÜKUT,SÜKUT,SÜKUT,SÜKUT,1
YATIŞ,TATAA,TARAŞ,BATIN,TATAA,TATAR,TİRAN,1
YATIŞ,YATIŞ,YATIŞ,HATIL,BATİN,BATON,MATLA,2
YATIŞ,YATIŞ,YATIŞ,YATIR,BATİL,HATIL,YATÇI,3
YATIŞ,YATIŞ,YATIŞ,YATIŞ,YATIM,YATIM,YATIŞ,4
YATIŞ,YATIŞ,YATIŞ,YATIŞ,YATIŞ,YATIŞ,YATIŞ,5
NAZİK,ZANKA,ZANKA,ZANKA,ZANKA,ZANKA,ZANKA,1
NAZİK,NAZİN,NAKIZ,NAZİK,NAZİN,NAZİK,NAKIZ,1
NAZİK,NAZİK,NAZİK,NAZİK,NAZİK,NAZİK,NAZİK,2
NAZİK,NAZİK,NAZİK,NAZİK,NAZİK,NAZİK,NAZİK,3
NAZİK,NAZİK,NAZİK,NAZİK,NAZİK,NAZİK,NAZİK,4
NAZİK,NAZİK,NAZİK,NAZİK,NAZİK,NAZİK,NAZİK,5
GÜLÜŞ,KULAÇ,KULAÇ,KULAÇ,KULAÇ,KULAÇ,KULAÇ,1
GÜLÜŞ,SELEE,ŞELPE,BELGİ,SELEE,MELEŞ,SELİM,1
GÜLÜŞ,SİLÜŞ,SİLİŞ,GÜLCÜ,DİLÜŞ,DİLİŞ,GÜLCÜ,2
GÜLÜŞ,GÖLÜŞ,GÜLÜŞ,GÜLÜT,GÖLÜŞ,GÜLÜŞ,GÜLÜŞ,3
GÜLÜŞ,GÜLÜŞ,GÜLÜŞ,GÜLÜŞ,GÜLÜŞ,GÜLÜŞ,GÜLÜŞ,4
GÜLÜŞ,GÜLÜŞ,GÜLÜŞ,GÜLÜŞ,GÜLÜŞ,GÜLÜŞ,GÜLÜŞ,5
KÜREK,OTÇUL,OTÇUL,OTÇUL,OTÇUL,OTÇUL,OTÇUL,1
KÜREK,SARAE,BASAR,SİREN,SARAE,SARAK,SERAK,1
KÜREK,KERİE,FERİK,MEREK,DEREK,GEREK,BÖREK,2
KÜREK,EÖREK,ÖĞREK,ÖĞREK,DÜREK,YÜREK,KÜREK,3
KÜREK,EÜREK,KÜREK,KÜREK,DÜREK,KÜREK,KÜREK,4
KÜREK,KÜREK,KÜREK,KÜREK,KÜREK,KÜREK,KÜREK,5
TÜMCE,ÖBÜRÜ,ÖBÜRÜ,ÖBÜRÜ,ÖBÜRÜ,ÖBÜRÜ,ÖBÜRÜ,1
TÜMCE,SÜLEK,ÜSTEL,SÜZME,SÜLEK,KÜLEK,TÜNEL,1
TÜMCE,TÜKTE,TÜYME,MÜJDE,SÜNME,SÜNME,TÜTME,2
TÜMCE,TÜMBE,TÜMCE,CÜMLE,MÜMBE,TÜMCE,TÜMCE,3
TÜMCE,TÜMCE,TÜMCE,TÜMCE,TÜMCE,TÜMCE,TÜMCE,4
TÜMCE,TÜMCE,TÜMCE,TÜMCE,TÜMCE,TÜMCE,TÜMCE,5
DEMİN,GARAJ,GARAJ,GARAJ,GARAJ,GARAJ,GARAJ,1
DEMİN,KELEK,KELEK,İMBİK,KELEK,KELEK,MELİK,1
DEMİN,MESİİ,NESİM,ELÇİM,MESİİ,MEBNİ,NESİM,2
DEMİN,MEMİN,METİN,TEMİN,NEMİM,NESİM,DEMİN,3
DEMİN,DEMİN,DEMİN,DEMİN,DEMİN,DEMİN,DEMİN,4
DEMİN,DEMİN,DEMİN,DEMİN,DEMİN,DEMİN,DEMİN,5
REKOR,HURUÇ,HURUÇ,HURUÇ,HURUÇ,HURUÇ,HURUÇ,1
REKOR,AAKAR,ARAKA,SİBER,AAKAR,JAKAR,TEKİR,1
REKOR,KEKER,KEKRE,MEZÜR,ÇEKER,TEKER,DEKAR,2
REKOR,TEKİR,TEKİR,DEKOR,SEKİR,REKOR,ŞEKER,3
REKOR,SEKÜR,REKOR,REKOR,REKOR,REKOR,REKOR,4
REKOR,REKOR,REKOR,REKOR,REKOR,REKOR,REKOR,5
MEVZU,YÖNLÜ,YÖNLÜ,YÖNLÜ,YÖNLÜ,YÖNLÜ,YÖNLÜ,1
MEVZU,KARAA,ARAKA,CİHAT,KARAA,KARHA,TARİK,1
MEVZU,SETİE,SEBEP,ÇOKÇU,SETİE,SEÇME,SEZME,2
MEVZU,TEZİİ,TEİZM,BURGU,MEMİM,BETİM,MEVZU,3
MEVZU,MEMZU,MEVZU,MEVDU,MEMUU,MEVDU,MEVZU,4
MEVZU,MEVZU,MEVZU,MEVZU,MEVZU,MEVZU,MEVZU,5
EDEBİ,BEZİR,BEZİR,BEZİR,BEZİR,BEZİR,BEZİR,1
EDEBİ,İİBEE,EBEDİ,EBEDİ,İİBEE,DİBEK,ABİDE,1
